sample,duration_ns,component_pages_allocated,directories_allocated,component_values_copied,directory_entries_copied,candidate_bodies_scanned,changed_bodies
816,5200,4,2,256,314,100,100
817,5100,4,2,256,314,100,100
818,5300,4,2,256,314,100,100
819,5200,4,2,256,314,100,100
820,5100,4,2,256,314,100,100
821,5100,4,2,256,314,100,100
822,5200,4,2,256,314,100,100
823,5100,4,2,256,314,100,100
824,5200,4,2,256,314,100,100
825,5100,4,2,256,314,100,100
826,5100,4,2,256,314,100,100
827,5100,4,2,256,314,100,100
828,5200,4,2,256,314,100,100
829,5100,4,2,256,314,100,100
830,5100,4,2,256,314,100,100
831,5100,4,2,256,314,100,100
832,5100,4,2,256,314,100,100
833,5200,4,2,256,314,100,100
834,5100,4,2,256,314,100,100
835,5100,4,2,256,314,100,100
836,5100,4,2,256,314,100,100
837,5100,4,2,256,314,100,100
838,5000,4,2,256,314,100,100
839,5000,4,2,256,314,100,100
840,5100,4,2,256,314,100,100
841,5100,4,2,256,314,100,100
842,5100,4,2,256,314,100,100
843,8600,4,2,256,314,100,100
844,5200,4,2,256,314,100,100
845,5100,4,2,256,314,100,100
846,5100,4,2,256,314,100,100
847,5100,4,2,256,314,100,100
848,5100,4,2,256,314,100,100
849,5000,4,2,256,314,100,100
850,5200,4,2,256,314,100,100
851,5100,4,2,256,314,100,100
852,5200,4,2,256,314,100,100
853,5100,4,2,256,314,100,100
854,5100,4,2,256,314,100,100
855,5100,4,2,256,314,100,100
856,5200,4,2,256,314,100,100
857,5000,4,2,256,314,100,100
858,5100,4,2,256,314,100,100
859,5100,4,2,256,314,100,100
860,5200,4,2,256,314,100,100
861,5100,4,2,256,314,100,100
862,5200,4,2,256,314,100,100
863,5100,4,2,256,314,100,100
864,5200,4,2,256,314,100,100
865,5000,4,2,256,314,100,100
866,5200,4,2,256,314,100,100
867,5200,4,2,256,314,100,100
868,5100,4,2,256,314,100,100
869,5200,4,2,256,314,100,100
870,5100,4,2,256,314,100,100
871,5200,4,2,256,314,100,100
872,5100,4,2,256,314,100,100
873,5100,4,2,256,314,100,100
874,5200,4,2,256,314,100,100
875,5100,4,2,256,314,100,100
876,5100,4,2,256,314,100,100
877,5100,4,2,256,314,100,100
878,5200,4,2,256,314,100,100
879,5000,4,2,256,314,100,100
880,5200,4,2,256,314,100,100
881,5100,4,2,256,314,100,100
882,5100,4,2,256,314,100,100
883,5100,4,2,256,314,100,100
884,5200,4,2,256,314,100,100
885,5200,4,2,256,314,100,100
886,5100,4,2,256,314,100,100
887,5100,4,2,256,314,100,100
888,5200,4,2,256,314,100,100
889,5200,4,2,256,314,100,100
890,18100,4,2,256,314,100,100
891,8000,4,2,256,314,100,100
892,5100,4,2,256,314,100,100
893,5000,4,2,256,314,100,100
894,5000,4,2,256,314,100,100
895,5000,4,2,256,314,100,100
896,5100,4,2,256,314,100,100
897,5100,4,2,256,314,100,100
898,5000,4,2,256,314,100,100
899,5100,4,2,256,314,100,100
900,5100,4,2,256,314,100,100
901,6200,4,2,256,314,100,100
902,5100,4,2,256,314,100,100
903,4900,4,2,256,314,100,100
904,5000,4,2,256,314,100,100
905,5000,4,2,256,314,100,100
906,5000,4,2,256,314,100,100
907,5000,4,2,256,314,100,100
908,5100,4,2,256,314,100,100
909,5000,4,2,256,314,100,100
910,4900,4,2,256,314,100,100
911,5100,4,2,256,314,100,100
912,5000,4,2,256,314,100,100
913,5000,4,2,256,314,100,100
914,5000,4,2,256,314,100,100
915,5100,4,2,256,314,100,100
916,5000,4,2,256,314,100,100
917,5000,4,2,256,314,100,100
918,5000,4,2,256,314,100,100
919,5100,4,2,256,314,100,100
920,5000,4,2,256,314,100,100
921,5000,4,2,256,314,100,100
922,4900,4,2,256,314,100,100
923,5000,4,2,256,314,100,100
924,5000,4,2,256,314,100,100
925,5000,4,2,256,314,100,100
926,5000,4,2,256,314,100,100
927,4900,4,2,256,314,100,100
928,5100,4,2,256,314,100,100
929,5000,4,2,256,314,100,100
930,5000,4,2,256,314,100,100
931,5100,4,2,256,314,100,100
932,5100,4,2,256,314,100,100
933,5000,4,2,256,314,100,100
934,5100,4,2,256,314,100,100
935,5000,4,2,256,314,100,100
936,5000,4,2,256,314,100,100
937,5100,4,2,256,314,100,100
938,5000,4,2,256,314,100,100
939,5000,4,2,256,314,100,100
940,5000,4,2,256,314,100,100
941,5000,4,2,256,314,100,100
942,5100,4,2,256,314,100,100
943,4900,4,2,256,314,100,100
944,5000,4,2,256,314,100,100
945,5000,4,2,256,314,100,100
946,5200,4,2,256,314,100,100
947,5100,4,2,256,314,100,100
948,5000,4,2,256,314,100,100
949,5000,4,2,256,314,100,100
950,5000,4,2,256,314,100,100
951,5000,4,2,256,314,100,100
952,5000,4,2,256,314,100,100
953,5000,4,2,256,314,100,100
954,5000,4,2,256,314,100,100
955,5000,4,2,256,314,100,100
956,5000,4,2,256,314,100,100
957,5000,4,2,256,314,100,100
958,5000,4,2,256,314,100,100
959,5000,4,2,256,314,100,100
960,5100,4,2,256,314,100,100
961,5000,4,2,256,314,100,100
962,4900,4,2,256,314,100,100
963,5000,4,2,256,314,100,100
964,4900,4,2,256,314,100,100
965,5000,4,2,256,314,100,100
966,4900,4,2,256,314,100,100
967,5100,4,2,256,314,100,100
968,5000,4,2,256,314,100,100
969,5100,4,2,256,314,100,100
970,5000,4,2,256,314,100,100
971,5000,4,2,256,314,100,100
972,5100,4,2,256,314,100,100
973,5000,4,2,256,314,100,100
974,5000,4,2,256,314,100,100
975,5000,4,2,256,314,100,100
976,5000,4,2,256,314,100,100
977,4900,4,2,256,314,100,100
978,5000,4,2,256,314,100,100
979,5000,4,2,256,314,100,100
980,5000,4,2,256,314,100,100
981,5000,4,2,256,314,100,100
982,5100,4,2,256,314,100,100
983,5000,4,2,256,314,100,100
984,5100,4,2,256,314,100,100
985,5000,4,2,256,314,100,100
986,5100,4,2,256,314,100,100
987,5000,4,2,256,314,100,100
988,5100,4,2,256,314,100,100
989,5100,4,2,256,314,100,100
990,5000,4,2,256,314,100,100
991,5000,4,2,256,314,100,100
992,5000,4,2,256,314,100,100
993,5000,4,2,256,314,100,100
994,5000,4,2,256,314,100,100
995,5100,4,2,256,314,100,100
996,5000,4,2,256,314,100,100
997,5100,4,2,256,314,100,100
998,5000,4,2,256,314,100,100
999,5000,4,2,256,314,100,100
